!Agilent Technologies,E4990A,MY54201856,A.02.20
!Date: Wed Feb 25 18:26:20 2026

BEGIN CH1_DATA
Frequency(Hz), |Z|(Ohm)-data, |Z|(Ohm)-mem, theta-z(deg)-data, theta-z(deg)-mem
+3.27756285000e+004, +5.67466623587e+006, +5.56736259005e+006, +8.32658091972e+001, +7.69028891376e+001
+3.27756472500e+004, +5.70363877572e+006, +5.60717348070e+006, +8.32054594697e+001, +7.68471847266e+001
+3.27756660000e+004, +5.76088600327e+006, +5.64743168647e+006, +8.32829809042e+001, +7.67907889870e+001
+3.27756847500e+004, +5.77479345480e+006, +5.68814465082e+006, +8.31319430413e+001, +7.67336904274e+001
+3.27757035000e+004, +5.81802746081e+006, +5.72931998008e+006, +8.33060639224e+001, +7.66758772964e+001
+3.27757222500e+004, +5.86046308758e+006, +5.77096544766e+006, +8.31580096667e+001, +7.66173375753e+001
+3.27757410000e+004, +5.92607781066e+006, +5.81308899870e+006, +8.31608117860e+001, +7.65580589709e+001
+3.27757597500e+004, +5.97535592066e+006, +5.85569875464e+006, +8.31501469179e+001, +7.64980289074e+001
+3.27757785000e+004, +6.01812666652e+006, +5.89880301802e+006, +8.27031364074e+001, +7.64372345186e+001
+3.27757972500e+004, +6.05614414813e+006, +5.94241027760e+006, +8.32796695439e+001, +7.63756626397e+001
+3.27758160000e+004, +6.12446550800e+006, +5.98652921319e+006, +8.31610387042e+001, +7.63132997984e+001
+3.27758347500e+004, +6.16310189043e+006, +6.03116870123e+006, +8.31203677051e+001, +7.62501322066e+001
+3.27758535000e+004, +6.20633950273e+006, +6.07633782002e+006, +8.34592853978e+001, +7.61861457507e+001
+3.27758722500e+004, +6.26663379314e+006, +6.12204585545e+006, +8.29777234821e+001, +7.61213259827e+001
+3.27758910000e+004, +6.30572786652e+006, +6.16830230684e+006, +8.31875908435e+001, +7.60556581099e+001
+3.27759097500e+004, +6.37434369358e+006, +6.21511689285e+006, +8.28008792545e+001, +7.59891269852e+001
+3.27759285000e+004, +6.39082580257e+006, +6.26249955779e+006, +8.32772873595e+001, +7.59217170964e+001
+3.27759472500e+004, +6.44606600624e+006, +6.31046047796e+006, +8.28553315546e+001, +7.58534125552e+001
+3.27759660000e+004, +6.48671072019e+006, +6.35901006825e+006, +8.29206315567e+001, +7.57841970865e+001
+3.27759847500e+004, +6.54724852784e+006, +6.40815898907e+006, +8.30764179887e+001, +7.57140540163e+001
+3.27760035000e+004, +6.61097211488e+006, +6.45791815331e+006, +8.30375505691e+001, +7.56429662598e+001
+3.27760222500e+004, +6.67462102736e+006, +6.50829873376e+006, +8.32199336750e+001, +7.55709163089e+001
+3.27760410000e+004, +6.69670806953e+006, +6.55931217055e+006, +8.27285267775e+001, +7.54978862195e+001
+3.27760597500e+004, +6.76896283750e+006, +6.61097017902e+006, +8.28285731848e+001, +7.54238575979e+001
+3.27760785000e+004, +6.81679898622e+006, +6.66328475783e+006, +8.29952257846e+001, +7.53488115868e+001
+3.27760972500e+004, +6.84381547421e+006, +6.71626819720e+006, +8.29619699031e+001, +7.52727288513e+001
+3.27761160000e+004, +6.93852438216e+006, +6.76993308767e+006, +8.28517589170e+001, +7.51955895637e+001
+3.27761347500e+004, +6.96525552366e+006, +6.82429232892e+006, +8.28090958982e+001, +7.51173733881e+001
+3.27761535000e+004, +7.05646647158e+006, +6.87935913902e+006, +8.28860202927e+001, +7.50380594645e+001
+3.27761722500e+004, +7.09064753864e+006, +6.93514706417e+006, +8.29817852092e+001, +7.49576263918e+001
+3.27761910000e+004, +7.15891130931e+006, +6.99166998828e+006, +8.29880761084e+001, +7.48760522111e+001
+3.27762097500e+004, +7.21839218405e+006, +7.04894214348e+006, +8.25415732423e+001, +7.47933143873e+001
+3.27762285000e+004, +7.29139311120e+006, +7.10697812058e+006, +8.27574175765e+001, +7.47093897907e+001
+3.27762472500e+004, +7.33078479475e+006, +7.16579288001e+006, +8.28941252135e+001, +7.46242546776e+001
+3.27762660000e+004, +7.42839576350e+006, +7.22540176333e+006, +8.30976658847e+001, +7.45378846706e+001
+3.27762847500e+004, +7.46211239118e+006, +7.28582050475e+006, +8.27403913385e+001, +7.44502547373e+001
+3.27763035000e+004, +7.53365175122e+006, +7.34706524357e+006, +8.26583131184e+001, +7.43613391689e+001
+3.27763222500e+004, +7.62457848284e+006, +7.40915253653e+006, +8.23980925274e+001, +7.42711115578e+001
+3.27763410000e+004, +7.67353244787e+006, +7.47209937100e+006, +8.26822523694e+001, +7.41795447742e+001
+3.27763597500e+004, +7.80515268859e+006, +7.53592317853e+006, +8.30394602995e+001, +7.40866109417e+001
+3.27763785000e+004, +7.82079520776e+006, +7.60064184872e+006, +8.27269876872e+001, +7.39922814123e+001
+3.27763972500e+004, +7.91161215484e+006, +7.66627374396e+006, +8.28359901903e+001, +7.38965267401e+001
+3.27764160000e+004, +7.95351377840e+006, +7.73283771417e+006, +8.28824382794e+001, +7.37993166537e+001
+3.27764347500e+004, +8.06553185237e+006, +7.80035311260e+006, +8.30273475954e+001, +7.37006200284e+001
+3.27764535000e+004, +8.10959984875e+006, +7.86883981196e+006, +8.28116279539e+001, +7.36004048560e+001
+3.27764722500e+004, +8.15377606328e+006, +7.93831822101e+006, +8.27777553113e+001, +7.34986382148e+001
+3.27764910000e+004, +8.28276799480e+006, +8.00880930215e+006, +8.29876526391e+001, +7.33952862367e+001
+3.27765097500e+004, +8.36592454966e+006, +8.08033458915e+006, +8.28358708421e+001, +7.32903140750e+001
+3.27765285000e+004, +8.35123379458e+006, +8.15291620590e+006, +8.21286827045e+001, +7.31836858686e+001
+3.27765472500e+004, +8.49976306477e+006, +8.22657688588e+006, +8.23798016186e+001, +7.30753647066e+001
+3.27765660000e+004, +8.59379952264e+006, +8.30133999186e+006, +8.22952570124e+001, +7.29653125904e+001
+3.27765847500e+004, +8.64296274093e+006, +8.37722953706e+006, +8.26223169878e+001, +7.28534903946e+001
+3.27766035000e+004, +8.82421731337e+006, +8.45427020638e+006, +8.23736032516e+001, +7.27398578258e+001
+3.27766222500e+004, +8.80082449699e+006, +8.53248737893e+006, +8.26704764278e+001, +7.26243733805e+001
+3.27766410000e+004, +8.91615683145e+006, +8.61190715121e+006, +8.20291925091e+001, +7.25069943002e+001
+3.27766597500e+004, +9.02960646333e+006, +8.69255636095e+006, +8.23649782239e+001, +7.23876765252e+001
+3.27766785000e+004, +9.04657189592e+006, +8.77446261225e+006, +8.23001781581e+001, +7.22663746463e+001
+3.27766972500e+004, +9.18617738687e+006, +8.85765430130e+006, +8.20473428335e+001, +7.21430418545e+001
+3.27767160000e+004, +9.32089980360e+006, +8.94216064316e+006, +8.26303798536e+001, +7.20176298881e+001
+3.27767347500e+004, +9.34748056547e+006, +9.02801169966e+006, +8.22939832538e+001, +7.18900889778e+001
+3.27767535000e+004, +9.48828680079e+006, +9.11523840809e+006, +8.24739085847e+001, +7.17603677894e+001
+3.27767722500e+004, +9.64180914671e+006, +9.20387261131e+006, +8.19361706329e+001, +7.16284133640e+001
+3.27767910000e+004, +9.69676924896e+006, +9.29394708841e+006, +8.20011042876e+001, +7.14941710553e+001
+3.27768097500e+004, +9.79943789085e+006, +9.38549558715e+006, +8.23115214832e+001, +7.13575844640e+001
+3.27768285000e+004, +9.91047504987e+006, +9.47855285714e+006, +8.17816244201e+001, +7.12185953700e+001
+3.27768472500e+004, +9.96657658006e+006, +9.57315468438e+006, +8.23644208823e+001, +7.10771436607e+001
+3.27768660000e+004, +1.00388912349e+007, +9.66933792713e+006, +8.18534023162e+001, +7.09331672563e+001
+3.27768847500e+004, +1.02354412548e+007, +9.76714055297e+006, +8.19663262527e+001, +7.07866020319e+001
+3.27769035000e+004, +1.03474884039e+007, +9.86660167716e+006, +8.18159084379e+001, +7.06373817361e+001
+3.27769222500e+004, +1.04083112564e+007, +9.96776160272e+006, +8.19048421575e+001, +7.04854379051e+001
+3.27769410000e+004, +1.06258281058e+007, +1.00706618614e+007, +8.19450940112e+001, +7.03306997739e+001
+3.27769597500e+004, +1.06818661481e+007, +1.01753452567e+007, +8.18527923945e+001, +7.01730941825e+001
+3.27769785000e+004, +1.07877853649e+007, +1.02818559078e+007, +8.21687306892e+001, +7.00125454784e+001
+3.27769972500e+004, +1.08981135613e+007, +1.03902392954e+007, +8.19885519114e+001, +6.98489754142e+001
+3.27770160000e+004, +1.11746593041e+007, +1.05005423095e+007, +8.19783142317e+001, +6.96823030398e+001
+3.27770347500e+004, +1.11575748592e+007, +1.06128132976e+007, +8.20017798138e+001, +6.95124445911e+001
+3.27770535000e+004, +1.12489309129e+007, +1.07271021161e+007, +8.19562450157e+001, +6.93393133715e+001
+3.27770722500e+004, +1.14483437742e+007, +1.08434601819e+007, +8.21433093640e+001, +6.91628196296e+001
+3.27770910000e+004, +1.16358662499e+007, +1.09619405266e+007, +8.18915306352e+001, +6.89828704293e+001
+3.27771097500e+004, +1.16405374643e+007, +1.10825978528e+007, +8.15551519840e+001, +6.87993695152e+001
+3.27771285000e+004, +1.19481071690e+007, +1.12054885903e+007, +8.12551423328e+001, +6.86122171708e+001
+3.27771472500e+004, +1.19761677139e+007, +1.13306709564e+007, +8.11441946820e+001, +6.84213100695e+001
+3.27771660000e+004, +1.22332551326e+007, +1.14582050162e+007, +8.15011772300e+001, +6.82265411195e+001
+3.27771847500e+004, +1.23752841512e+007, +1.15881527452e+007, +8.15633420918e+001, +6.80277993002e+001
+3.27772035000e+004, +1.24749517850e+007, +1.17205780938e+007, +8.15704142750e+001, +6.78249694909e+001
+3.27772222500e+004, +1.27106373139e+007, +1.18555470532e+007, +8.13490432856e+001, +6.76179322921e+001
+3.27772410000e+004, +1.28142756536e+007, +1.19931277228e+007, +8.11313089404e+001, +6.74065638358e+001
+3.27772597500e+004, +1.28854632947e+007, +1.21333903796e+007, +8.15720118096e+001, +6.71907355895e+001
+3.27772785000e+004, +1.31439513535e+007, +1.22764075483e+007, +8.16245334238e+001, +6.69703141488e+001
+3.27772972500e+004, +1.33056348267e+007, +1.24222540735e+007, +8.12528641351e+001, +6.67451610196e+001
+3.27773160000e+004, +1.36311083105e+007, +1.25710071925e+007, +8.02816420613e+001, +6.65151323914e+001
+3.27773347500e+004, +1.37089274265e+007, +1.27227466095e+007, +8.09169360076e+001, +6.62800788973e+001
+3.27773535000e+004, +1.38537602351e+007, +1.28775545704e+007, +8.03648105517e+001, +6.60398453647e+001
+3.27773722500e+004, +1.41861941658e+007, +1.30355159378e+007, +8.07963061980e+001, +6.57942705521e+001
+3.27773910000e+004, +1.42748806548e+007, +1.31967182672e+007, +8.07918180007e+001, +6.55431868732e+001
+3.27774097500e+004, +1.43486016505e+007, +1.33612518818e+007, +8.13249796295e+001, +6.52864201094e+001
+3.27774285000e+004, +1.47037906509e+007, +1.35292099479e+007, +8.01996428026e+001, +6.50237891059e+001
+3.27774472500e+004, +1.48645604086e+007, +1.37006885487e+007, +8.05029810699e+001, +6.47551054557e+001
+3.27774660000e+004, +1.51145319293e+007, +1.38757867559e+007, +8.05202147669e+001, +6.44801731670e+001
+3.27774847500e+004, +1.51828449052e+007, +1.40546067011e+007, +8.07553642888e+001, +6.41987883144e+001
+3.27775035000e+004, +1.56822246225e+007, +1.42372536411e+007, +8.02683475733e+001, +6.39107386765e+001
+3.27775222500e+004, +1.58357036783e+007, +1.44238360224e+007, +8.03165960934e+001, +6.36158033529e+001
+3.27775410000e+004, +1.60012638790e+007, +1.46144655384e+007, +8.02438404744e+001, +6.33137523672e+001
+3.27775597500e+004, +1.62331480444e+007, +1.48092571817e+007, +8.04506052884e+001, +6.30043462492e+001
+3.27775785000e+004, +1.66315168082e+007, +1.50083292892e+007, +8.02921175989e+001, +6.26873356000e+001
+3.27775972500e+004, +1.68548142256e+007, +1.52118035768e+007, +8.03391011636e+001, +6.23624606387e+001
+3.27776160000e+004, +1.72488233411e+007, +1.54198051655e+007, +8.05789566011e+001, +6.20294507269e+001
+3.27776347500e+004, +1.72750235882e+007, +1.56324625926e+007, +7.95552708637e+001, +6.16880238778e+001
+3.27776535000e+004, +1.76523748328e+007, +1.58499078095e+007, +7.91174507666e+001, +6.13378862408e+001
+3.27776722500e+004, +1.78350273357e+007, +1.60722761622e+007, +7.98072198189e+001, +6.09787315691e+001
+3.27776910000e+004, +1.81862586193e+007, +1.62997063494e+007, +8.00715155692e+001, +6.06102406667e+001
+3.27777097500e+004, +1.85271387908e+007, +1.65323403592e+007, +7.89530305820e+001, +6.02320808141e+001
+3.27777285000e+004, +1.89461270590e+007, +1.67703233771e+007, +7.99293392456e+001, +5.98439051773e+001
+3.27777472500e+004, +1.89998455050e+007, +1.70138036619e+007, +8.00293302580e+001, +5.94453521967e+001
+3.27777660000e+004, +1.97557911638e+007, +1.72629323869e+007, +7.91226722070e+001, +5.90360449579e+001
+3.27777847500e+004, +1.98378445887e+007, +1.75178634373e+007, +7.83395824037e+001, +5.86155905487e+001
+3.27778035000e+004, +2.00334780790e+007, +1.77787531609e+007, +7.83342336198e+001, +5.81835794003e+001
+3.27778222500e+004, +2.06611151880e+007, +1.80457600642e+007, +7.91273876893e+001, +5.77395846171e+001
+3.27778410000e+004, +2.11669352975e+007, +1.83190444457e+007, +7.95166761129e+001, +5.72831612998e+001
+3.27778597500e+004, +2.14189687174e+007, +1.85987679597e+007, +7.83366355462e+001, +5.68138458600e+001
+3.27778785000e+004, +2.19740575378e+007, +1.88850930979e+007, +7.82176080662e+001, +5.63311553398e+001
+3.27778972500e+004, +2.24842230675e+007, +1.91781825834e+007, +7.84484905609e+001, +5.58345867321e+001
+3.27779160000e+004, +2.23538142962e+007, +1.94781986596e+007, +7.89819801745e+001, +5.53236163172e+001
+3.27779347500e+004, +2.34882234002e+007, +1.97853022650e+007, +7.80410504941e+001, +5.47976990182e+001
+3.27779535000e+004, +2.40498686436e+007, +2.00996520801e+007, +7.84150171851e+001, +5.42562677850e+001
+3.27779722500e+004, +2.42347566676e+007, +2.04214034259e+007, +7.62991736258e+001, +5.36987330240e+001
+3.27779910000e+004, +2.50011044800e+007, +2.07507070037e+007, +7.67811314615e+001, +5.31244820777e+001
+3.27780097500e+004, +2.54435018002e+007, +2.10877074514e+007, +7.68277234945e+001, +5.25328787793e+001
+3.27780285000e+004, +2.60560716183e+007, +2.14325417007e+007, +7.72411301498e+001, +5.19232630913e+001
+3.27780472500e+004, +2.69254363722e+007, +2.17853371110e+007, +7.65155354778e+001, +5.12949508566e+001
+3.27780660000e+004, +2.70635546079e+007, +2.21462093575e+007, +7.66539800668e+001, +5.06472336815e+001
+3.27780847500e+004, +2.85102660567e+007, +2.25152600502e+007, +7.52051692483e+001, +4.99793789788e+001
+3.27781035000e+004, +2.93516189429e+007, +2.28925740563e+007, +7.65225368797e+001, +4.92906302044e+001
+3.27781222500e+004, +2.99963307702e+007, +2.32782165020e+007, +7.59282271095e+001, +4.85802073222e+001
+3.27781410000e+004, +3.09825921919e+007, +2.36722294266e+007, +7.58128085345e+001, +4.78473075332e+001
+3.27781597500e+004, +3.05565505395e+007, +2.40746280613e+007, +7.63260795986e+001, +4.70911063231e+001
+3.27781785000e+004, +3.23452178154e+007, +2.44853967121e+007, +7.39576745467e+001, +4.63107588672e+001
+3.27781972500e+004, +3.30866499895e+007, +2.49044842183e+007, +7.48197448335e+001, +4.55054018594e+001
+3.27782160000e+004, +3.38900803636e+007, +2.53317989729e+007, +7.41507813439e+001, +4.46741558185e+001
+3.27782347500e+004, +3.43710848332e+007, +2.57672034918e+007, +7.39765200922e+001, +4.38161279377e+001
+3.27782535000e+004, +3.62977397919e+007, +2.62105085185e+007, +7.33301862796e+001, +4.29304155587e+001
+3.27782722500e+004, +3.79490982607e+007, +2.66614666796e+007, +7.42768981265e+001, +4.20161103309e+001
+3.27782910000e+004, +3.80365490033e+007, +2.71197656970e+007, +7.23759851572e+001, +4.10723031503e+001
+3.27783097500e+004, +4.06305044943e+007, +2.75850211971e+007, +7.10513278607e+001, +4.00980899468e+001
+3.27783285000e+004, +4.21122762158e+007, +2.80567691670e+007, +7.17096534584e+001, +3.90925784085e+001
+3.27783472500e+004, +4.29248935347e+007, +2.85344581326e+007, +7.04080962067e+001, +3.80548957246e+001
+3.27783660000e+004, +4.47886280764e+007, +2.90174411698e+007, +7.06116025702e+001, +3.69841974085e+001
+3.27783847500e+004, +4.59974667890e+007, +2.95049678807e+007, +6.95181246099e+001, +3.58796772801e+001
+3.27784035000e+004, +4.63028855254e+007, +2.99961765159e+007, +6.84928007022e+001, +3.47405786432e+001
+3.27784222500e+004, +4.85589436677e+007, +3.04900864600e+007, +6.78340978730e+001, +3.35662066909e+001
+3.27784410000e+004, +5.36842799204e+007, +3.09855913400e+007, +6.74490843715e+001, +3.23559421417e+001
+3.27784597500e+004, +5.48656918839e+007, +3.14814530711e+007, +6.82961104221e+001, +3.11092560603e+001
+3.27784785000e+004, +5.87257906571e+007, +3.19762971893e+007, +6.63411507323e+001, +2.98257257976e+001
+3.27784972500e+004, +6.08840589796e+007, +3.24686098730e+007, +6.57904434247e+001, +2.85050519012e+001
+3.27785160000e+004, +6.06760398600e+007, +3.29567370854e+007, +6.21652220102e+001, +2.71470758144e+001
+3.27785347500e+004, +6.31751639047e+007, +3.34388862939e+007, +6.62394467359e+001, +2.57517980941e+001
+3.27785535000e+004, +7.13064820682e+007, +3.39131312329e+007, +6.30569624755e+001, +2.43193968121e+001
+3.27785722500e+004, +7.01121129924e+007, +3.43774201570e+007, +5.72876433748e+001, +2.28502457246e+001
+3.27785910000e+004, +7.73309187445e+007, +3.48295879923e+007, +6.07088499599e+001, +2.13449317114e+001
+3.27786097500e+004, +8.59491277542e+007, +3.52673727164e+007, +5.36389541496e+001, +1.98042709184e+001
+3.27786285000e+004, +8.84095216399e+007, +3.56884361785e+007, +6.44126521938e+001, +1.82293229840e+001
+3.27786472500e+004, +8.94604113743e+007, +3.60903894301e+007, +5.16218323267e+001, +1.66214026604e+001
+3.27786660000e+004, +9.16007183314e+007, +3.64708224372e+007, +4.86173119472e+001, +1.49820881588e+001
+3.27786847500e+004, +1.02634660765e+008, +3.68273378290e+007, +4.55602157835e+001, +1.33132255273e+001
+3.27787035000e+004, +1.12105551528e+008, +3.71575880956e+007, +3.94293035832e+001, +1.16169284420e+001
+3.27787222500e+004, +1.21892435124e+008, +3.74593153884e+007, +3.81295704093e+001, +9.89557288906e+000
+3.27787410000e+004, +1.42042212782e+008, +3.77303928459e+007, +3.94184425051e+001, +8.15178632542e+000
+3.27787597500e+004, +1.51538990916e+008, +3.79688661423e+007, +3.25460753970e+001, +6.38843112825e+000
+3.27787785000e+004, +1.41225483592e+008, +3.81729938102e+007, +2.40080072580e+001, +4.60858231306e+000
+3.27787972500e+004, +1.61467006572e+008, +3.83412847947e+007, +1.69258608734e+001, +2.81549976524e+000
+3.27788160000e+004, +1.64243743447e+008, +3.84725317002e+007, +8.01348163002e+000, +1.01259548099e+000
+3.27788347500e+004, +1.87567067479e+008, +3.85658382983e+007, -4.07393049297e+000, -7.96603470440e-001
+3.27788535000e+004, +1.84804536663e+008, +3.86206400612e+007, -7.72749424786e+000, -2.60849530062e+000
+3.27788722500e+004, +1.86973162021e+008, +3.86367167795e+007, -1.20224152605e+001, -4.41944606153e+000
+3.27788910000e+004, +1.63100678974e+008, +3.86141966859e+007, -1.69415630544e+001, -6.22583315622e+000
+3.27789097500e+004, +1.63870744497e+008, +3.85535519117e+007, -3.07915210257e+001, -8.02408851333e+000
+3.27789285000e+004, +1.54672462693e+008, +3.84555855265e+007, -3.34215239639e+001, -9.81074015022e+000
+3.27789472500e+004, +1.38845332728e+008, +3.83214108045e+007, -4.49906097250e+001, -1.15824509247e+001
+3.27789660000e+004, +1.19598232218e+008, +3.81524237138e+007, -4.67225535110e+001, -1.33360534520e+001
+3.27789847500e+004, +1.14719444718e+008, +3.79502698904e+007, -4.62734521510e+001, -1.50685803442e+001
+3.27790035000e+004, +1.06237619101e+008, +3.77168075427e+007, -4.99477693055e+001, -1.67772891582e+001
+3.27790222500e+004, +1.07509149015e+008, +3.74540678036e+007, -5.78856394568e+001, -1.84596817148e+001
+3.27790410000e+004, +1.01756491596e+008, +3.71642140406e+007, -5.63199960455e+001, -2.01135176542e+001
+3.27790597500e+004, +8.84131660719e+007, +3.68495015234e+007, -6.30884289113e+001, -2.17368223621e+001
+3.27790785000e+004, +8.39812780357e+007, +3.65122386868e+007, -6.42723895897e+001, -2.33278895731e+001
+3.27790972500e+004, +7.98367642932e+007, +3.61547510136e+007, -6.73302653180e+001, -2.48852791079e+001
+3.27791160000e+004, +7.46829647948e+007, +3.57793483135e+007, -6.82768602909e+001, -2.64078103566e+001
+3.27791347500e+004, +7.26803890786e+007, +3.53882959426e+007, -6.93061511991e+001, -2.78945521337e+001
+3.27791535000e+004, +7.33274982421e+007, +3.49837902646e+007, -6.79023628148e+001, -2.93448096181e+001
+3.27791722500e+004, +6.52664945244e+007, +3.45679384501e+007, -7.05227865032e+001, -3.07581090484e+001
+3.27791910000e+004, +6.39966603671e+007, +3.41427425371e+007, -7.31922493751e+001, -3.21341808251e+001
+3.27792097500e+004, +5.90047349179e+007, +3.37100875273e+007, -7.43983260488e+001, -3.34729416295e+001
+3.27792285000e+004, +5.87054129011e+007, +3.32717331998e+007, -7.51224204082e+001, -3.47744760735e+001
+3.27792472500e+004, +5.58453921566e+007, +3.28293092454e+007, -7.47040436393e+001, -3.60390183493e+001
+3.27792660000e+004, +5.45724312165e+007, +3.23843132968e+007, -7.30433110262e+001, -3.72669342441e+001
+3.27792847500e+004, +5.38180346604e+007, +3.19381114113e+007, -7.99088724485e+001, -3.84587038207e+001
+3.27793035000e+004, +5.08343311378e+007, +3.14919405729e+007, -7.63571644660e+001, -3.96149049963e+001
+3.27793222500e+004, +4.70701451951e+007, +3.10469128095e+007, -7.82638359269e+001, -4.07361981689e+001
+3.27793410000e+004, +4.52277997123e+007, +3.06040205464e+007, -7.82136003613e+001, -4.18233120081e+001
+3.27793597500e+004, +4.52059965367e+007, +3.01641428657e+007, -7.85085531596e+001, -4.28770304596e+001
+3.27793785000e+004, +4.45706358822e+007, +2.97280523817e+007, -7.96926742909e+001, -4.38981809770e+001
+3.27793972500e+004, +4.13086181895e+007, +2.92964224819e+007, -7.74577339111e+001, -4.48876239772e+001
+3.27794160000e+004, +4.06605708084e+007, +2.88698347337e+007, -8.04766334137e+001, -4.58462434645e+001
+3.27794347500e+004, +4.00238600957e+007, +2.84487862862e+007, -8.07705954457e+001, -4.67749387796e+001
+3.27794535000e+004, +3.85722175610e+007, +2.80336971369e+007, -8.15790053965e+001, -4.76746173999e+001
+3.27794722500e+004, +3.92620531061e+007, +2.76249171654e+007, -8.25242755634e+001, -4.85461887088e+001
+3.27794910000e+004, +3.70938306243e+007, +2.72227328549e+007, -7.96983189152e+001, -4.93905586651e+001
+3.27795097500e+004, +3.47392623551e+007, +2.68273736564e+007, -8.27064319495e+001, -5.02086252755e+001
+3.27795285000e+004, +3.50219681357e+007, +2.64390179562e+007, -8.21590815648e+001, -5.10012748055e+001
+3.27795472500e+004, +3.37694635790e+007, +2.60577986334e+007, -8.35997048441e+001, -5.17693786397e+001
+3.27795660000e+004, +3.30494249998e+007, +2.56838082014e+007, -8.43013493003e+001, -5.25137907206e+001
+3.27795847500e+004, +3.27441416294e+007, +2.53171035322e+007, -8.43092213728e+001, -5.32353455027e+001
+3.27796035000e+004, +3.10322821929e+007, +2.49577101812e+007, -8.42746602807e+001, -5.39348563491e+001
+3.27796222500e+004, +3.03833001026e+007, +2.46056263223e+007, -8.34438234566e+001, -5.46131143201e+001
+3.27796410000e+004, +2.97767785989e+007, +2.42608263154e+007, -8.40826846405e+001, -5.52708872989e+001
+3.27796597500e+004, +2.87984316394e+007, +2.39232639289e+007, -8.37056579017e+001, -5.59089194021e+001
+3.27796785000e+004, +2.85931232934e+007, +2.35928752370e+007, -8.32220761979e+001, -5.65279306411e+001
+3.27796972500e+004, +2.80426869352e+007, +2.32695812184e+007, -8.52737218499e+001, -5.71286167899e+001
+3.27797160000e+004, +2.78149669017e+007, +2.29532900789e+007, -8.49488888446e+001, -5.77116494283e+001
+3.27797347500e+004, +2.72782846129e+007, +2.26438993195e+007, -8.51218564658e+001, -5.82776761321e+001
+3.27797535000e+004, +2.72511490859e+007, +2.23412975752e+007, -8.59272463270e+001, -5.88273207816e+001
+3.27797722500e+004, +2.58501367612e+007, +2.20453662413e+007, -8.47551046664e+001, -5.93611839711e+001
+3.27797910000e+004, +2.51451767433e+007, +2.17559809115e+007, -8.59919457983e+001, -5.98798434940e+001
+3.27798097500e+004, +2.49974327186e+007, +2.14730126425e+007, -8.62836050272e+001, -6.03838548909e+001
+3.27798285000e+004, +2.44136723447e+007, +2.11963290640e+007, -8.60396748448e+001, -6.08737520476e+001
+3.27798472500e+004, +2.44413748786e+007, +2.09257953515e+007, -8.61796406610e+001, -6.13500478236e+001
+3.27798660000e+004, +2.37896693958e+007, +2.06612750713e+007, -8.67868897855e+001, -6.18132347108e+001
+3.27798847500e+004, +2.32439129987e+007, +2.04026309178e+007, -8.59403383514e+001, -6.22637855044e+001
+3.27799035000e+004, +2.29147206518e+007, +2.01497253495e+007, -8.59527895837e+001, -6.27021539844e+001
+3.27799222500e+004, +2.30779885916e+007, +1.99024211371e+007, -8.68465734682e+001, -6.31287755999e+001
+3.27799410000e+004, +2.23663519101e+007, +1.96605818339e+007, -8.67245940394e+001, -6.35440681485e+001
+3.27799597500e+004, +2.18379182022e+007, +1.94240721758e+007, -8.75891994282e+001, -6.39484324533e+001
+3.27799785000e+004, +2.15131160314e+007, +1.91927584212e+007, -8.72991242871e+001, -6.43422530246e+001
+3.27799972500e+004, +2.10243468306e+007, +1.89665086353e+007, -8.74657984954e+001, -6.47258987118e+001
+3.27800160000e+004, +2.10421861665e+007, +1.87451929271e+007, -8.75832514584e+001, -6.50997233405e+001
+3.27800347500e+004, +2.06338246373e+007, +1.85286836452e+007, -8.70214184322e+001, -6.54640663305e+001
+3.27800535000e+004, +2.02326780902e+007, +1.83168555352e+007, -8.58897438418e+001, -6.58192532980e+001
+3.27800722500e+004, +1.98224916392e+007, +1.81095858659e+007, -8.73663333716e+001, -6.61655966373e+001
+3.27800910000e+004, +2.02681519936e+007, +1.79067545274e+007, -8.76603767149e+001, -6.65033960839e+001
+3.27801097500e+004, +1.92345186461e+007, +1.77082441031e+007, -8.77895780371e+001, -6.68329392578e+001
+3.27801285000e+004, +1.92365239960e+007, +1.75139399228e+007, -8.81197852105e+001, -6.71545021860e+001
+3.27801472500e+004, +1.87412019948e+007, +1.73237300946e+007, -8.78743627361e+001, -6.74683498055e+001
+3.27801660000e+004, +1.84947313585e+007, +1.71375055229e+007, -8.87179568700e+001, -6.77747364461e+001
+3.27801847500e+004, +1.85033702303e+007, +1.69551599117e+007, -8.89070492130e+001, -6.80739062941e+001
+3.27802035000e+004, +1.82869339482e+007, +1.67765897559e+007, -8.80626352515e+001, -6.83660938366e+001
+3.27802222500e+004, +1.80272677717e+007, +1.66016943233e+007, -8.85872046196e+001, -6.86515242867e+001
+3.27802410000e+004, +1.76842458994e+007, +1.64303756274e+007, -8.78738942787e+001, -6.89304139911e+001
+3.27802597500e+004, +1.76886304148e+007, +1.62625383934e+007, -8.86443869125e+001, -6.92029708188e+001
+3.27802785000e+004, +1.74310418150e+007, +1.60980900181e+007, -8.88940373026e+001, -6.94693945339e+001
+3.27802972500e+004, +1.71922369018e+007, +1.59369405249e+007, -8.85366777803e+001, -6.97298771515e+001
+3.27803160000e+004, +1.71631975722e+007, +1.57790025149e+007, -8.81543513398e+001, -6.99846032764e+001
+3.27803347500e+004, +1.66144888077e+007, +1.56241911140e+007, -8.89809676193e+001, -7.02337504285e+001
